R00004	0.046
R00008	0.032
R00015	0.046
R00023	0.04
R00025	0.072
R00031	0.046
R00049	0.046
R00085	0.032
R00093	0.015
R00103	0.018
R00105	0.032
R00111	0.075
R00122	0.018
R00125	0.046
R00135	0.046
R00150	0.063
R00155	0.018
R00157	0.01
R00161	0.032
R00179	0.022
R00181	0.032
R00206	0.022
R00208	0.018
R00216	0.046
R00220	0.022
R00235	0.032
R00238	0.022
R00239	0.032
R00245	0.032
R00250	0.046
R00253	0.022
R00265	0.052
R00272	0.046
R00277	0.046
R00281	0.04
R00286	0.022
R00291	0.01
R00297	0.056
R00299	0.032
R00324	0.056
R00327	0.056
R00330	0.032
R00336	0.056
R00350	0.046
R00354	0.046
R00355	0.018
R00368	0.027
R00369	0.018
R00391	0.032
R00402	0.016
R00406	0.032
R00418	0.032
R00423	0.032
R00429	0.056
R00437	0.022
R00446	0.037
R00453	0.018
R00454	0.01
R00460	0.032
R00462	0.046
R00466	0.063
R00471	0.046
R00474	0.056
R00483	0.046
R00488	0.032
R00491	0.032
R00499	0.032
R00505	0.032
R00507	0.056
R00511	0.018
R00512	0.018
R00516	0.01
R00518	0.056
R00519	0.04
R00531	0.056
R00547	0.056
R00548	0.018
R00551	0.056
R00563	0.052
R00569	0.018
R00571	0.022
R00574	0.046
R00577	0.018
R00579	0.032
R00599	0.032
R00618	0.032
R00624	0.04
R00631	0.046
R00651	0.032
R00658	0.022
R00660	0.018
R00661	0.032
R00668	0.04
R00676	0.072
R00677	0.068
R00678	0.046
R00679	0.063
R00685	0.022
R00688	0.027
R00705	0.027
R00713	0.032
R00715	0.027
R00716	0.052
R00728	0.04
R00739	0.032
R00740	0.068
R00742	0.032
R00748	0.04
R00751	0.022
R00755	0.046
R00758	0.04
R00760	0.032
R00766	0.032
R00772	0.032
R00777	0.056
R00787	0.046
R00801	0.032
R00806	0.018
R00837	0.056
R00844	0.063
R00847	0.018
R00856	0.032
R00865	0.063
R00870	0.063
R00875	0.025
R00876	0.056
R00880	0.046
R00887	0.046
R00895	0.018
R00896	0.032
R00901	0.056
R00903	0.032
R00911	0.032
R00913	0.056
R00915	0.032
R00919	0.063
R00920	0.022
R00925	0.032
R00926	0.018
R00936	0.04
R00937	0.04
R00953	0.032
R00956	0.056
R00957	0.032
R00959	0.032
R00962	0.032
R00963	0.018
R00965	0.046
R00966	0.032
R00967	0.01
R00970	0.032
R00974	0.032
R00978	0.063
R00986	0.025
R01004	0.056
R01006	0.056
R01009	0.056
R01016	0.046
R01026	0.056
R01032	0.063
R01039	0.063
R01041	0.063
R01044	0.032
R01054	0.032
R01064	0.046
R01078	0.042
R01079	0.046
R01087	0.032
R01100	0.056
R01108	0.056
R01110	0.056
R01134	0.046
R01140	0.032
R01142	0.052
R01147	0.018
R01156	0.056
R01158	0.022
R01160	0.01
R01166	0.032
R01171	0.04
R01179	0.056
R01183	0.025
R01186	0.032
R01188	0.018
R01193	0.032
R01209	0.022
R01214	0.01
R01218	0.032
R01226	0.063
R01229	0.032
R01252	0.022
R01256	0.022
R01261	0.032
R01262	0.032
R01277	0.032
R01281	0.025
R01283	0.063
R01286	0.025
R01287	0.032
R01288	0.032
R01295	0.072
R01296	0.052
R01297	0.056
R01300	0.046
R01309	0.056
R01318	0.056
R01330	0.018
R01344	0.056
R01349	0.032
R01352	0.056
R01357	0.046
R01373	0.056
R01376	0.018
R01383	0.032
R01385	0.032
R01397	0.018
R01411	0.056
R01413	0.063
R01419	0.032
R01423	0.032
R01429	0.04
R01468	0.032
R01480	0.056
R01486	0.046
R01487	0.04
R01495	0.056
R01500	0.032
R01511	0.032
R01513	0.04
R01515	0.056
R01518	0.032
R01526	0.056
R01528	0.068
R01538	0.046
R01557	0.032
R01559	0.032
R01561	0.01
R01565	0.068
R01566	0.032
R01569	0.018
R01573	0.032
R01625	0.032
R01651	0.019
R01654	0.032
R01675	0.032
R01676	0.032
R01677	0.018
R01690	0.056
R01698	0.04
R01701	0.056
R01711	0.032
R01721	0.01
R01738	0.025
R01740	0.063
R01741	0.032
R01742	0.056
R01747	0.063
R01754	0.056
R01780	0.056
R01793	0.04
R01795	0.046
R01804	0.025
R01805	0.032
R01806	0.018
R01810	0.056
R01814	0.068
R01815	0.068
R01821	0.046
R01827	0.056
R01844	0.032
R01850	0.032
R01861	0.056
R01866	0.063
R01868	0.056
R01875	0.068
R01881	0.032
R01882	0.032
R01883	0.01
R01884	0.022
R01890	0.032
R01895	0.025
R01901	0.056
R01909	0.032
R01911	0.032
R01912	0.018
R01915	0.068
R01924	0.056
R01925	0.046
R01926	0.032
R01929	0.032
R01933	0.037
R01934	0.046
R01937	0.052
R01944	0.056
R01952	0.056
R01957	0.032
R01959	0.056
R01965	0.032
R01975	0.04
R01987	0.032
R01994	0.032
R02019	0.063
R02023	0.063
R02024	0.063
R02025	0.04
R02038	0.032
R02039	0.046
R02050	0.032
R02056	0.032
R02057	0.056
R02077	0.032
R02083	0.032
R02089	0.018
R02097	0.032
R02118	0.032
R02119	0.056
R02120	0.046
R02124	0.04
R02133	0.04
R02135	0.018
R02138	0.056
R02144	0.032
R02147	0.01
R02155	0.032
R02158	0.032
R02164	0.032
R02172	0.063
R02174	0.018
R02193	0.068
R02195	0.056
R02199	0.01
R02205	0.032
R02206	0.056
R02220	0.068
R02221	0.046
R02228	0.056
R02255	0.046
R02257	0.04
R02258	0.04
R02291	0.068
R02293	0.032
R02319	0.056
R02331	0.056
R02344	0.04
R02350	0.056
R02354	0.052
R02358	0.032
R02372	0.032
R02378	0.056
R02384	0.032
R02388	0.032
R02389	0.032
R02395	0.04
R02397	0.032
R02404	0.032
R02406	0.046
R02407	0.056
R02421	0.022
R02430	0.056
R02441	0.04
R02444	0.046
R02454	0.04
R02455	0.04
R02464	0.046
R02467	0.046
R02476	0.04
R02481	0.018
R02482	0.056
R02484	0.018
R02486	0.027
R02493	0.018
R02499	0.04
R02530	0.046
R02536	0.032
R02540	0.056
R02544	0.04
R02545	0.04
R02553	0.04
R02572	0.032
R02585	0.056
R02587	0.056
R02594	0.032
R02595	0.056
R02597	0.056
R02603	0.056
R02612	0.068
R02613	0.068
R02654	0.032
R02658	0.056
R02683	0.04
R02697	0.068
R02709	0.032
R02731	0.056
R02739	0.032
R02743	0.01
R02769	0.04
R02778	0.056
R02783	0.046
R02797	0.056
R02806	0.032
R02816	0.046
R02837	0.032
R02840	0.04
R02848	0.056
R02850	0.056
R02855	0.04
R02866	0.056
R02869	0.032
R02878	0.04
R02882	0.032
R02888	0.046
R02896	0.04
R02899	0.056
R02903	0.056
R02914	0.046
R02918	0.046
R02922	0.056
R02931	0.018
R02940	0.046
R02955	0.056
R02956	0.056
R02964	0.04
R02973	0.056
R02978	0.04
R02980	0.056
R02988	0.04
R02990	0.056
R02994	0.04
R03014	0.056
R03018	0.032
R03035	0.032
R03048	0.04
R03064	0.032
R03080	0.04
R03081	0.046
R03093	0.056
R03105	0.056
R03106	0.056
R03110	0.056
R03118	0.022
R03119	0.04
R03121	0.056
R03126	0.052
R03129	0.046
R03131	0.032
R03157	0.022
R03174	0.056
R03187	0.046
R03190	0.032
R03194	0.032
R03225	0.056
R03229	0.032
R03237	0.032
R03243	0.032
R03248	0.032
R03251	0.04
R03272	0.056
R03288	0.032
R03289	0.056
R03338	0.04
R03339	0.063
R03347	0.018
R03351	0.056
R03352	0.056
R03354	0.032
R03361	0.056
R03369	0.052
R03372	0.056
R03391	0.046
R03393	0.056
R03394	0.056
R03397	0.04
R03406	0.04
R03410	0.032
R03427	0.056
R03440	0.068
R03441	0.063
R03445	0.046
R03450	0.056
R03456	0.032
R03457	0.046
R03460	0.032
R03469	0.056
R03474	0.056
R03478	0.056
R03513	0.032
R03530	0.056
R03534	0.018
R03539	0.056
R03543	0.046
R03553	0.046
R03569	0.072
R03587	0.032
R03601	0.056
R03607	0.056
R03613	0.052
R03614	0.04
R03630	0.046
R03635	0.056
R03662	0.046
R03664	0.046
R03665	0.046
R03686	0.032
R03699	0.056
R03700	0.056
R03704	0.068
R03725	0.032
R03727	0.056
R03731	0.032
R03745	0.04
R03749	0.046
R03754	0.056
R03762	0.032
R03789	0.056
R03802	0.056
R03805	0.04
R03806	0.052
R03820	0.056
R03829	0.056
R03854	0.04
R03869	0.032
R03871	0.063
R03875	0.032
R03877	0.056
R03884	0.056
R03885	0.056
R03889	0.046
R03903	0.032
R03943	0.032
R03948	0.04
R03952	0.032
R03965	0.056
R03993	0.056
R04000	0.032
R04018	0.056
R04029	0.018
R04049	0.04
R04062	0.032
R04082	0.056
R04098	0.032
R04127	0.032
R04142	0.052
R04151	0.04
R04162	0.056
R04167	0.056
R04171	0.032
R04176	0.032
R04185	0.04
R04192	0.032
R04200	0.052
R04208	0.04
R04213	0.056
R04247	0.056
R04254	0.046
R04274	0.063
R04275	0.056
R04296	0.032
R04301	0.032
R04307	0.04
R04309	0.04
R04313	0.056
R04343	0.046
R04348	0.032
R04350	0.056
R04352	0.032
R04356	0.056
R04364	0.04
R04369	0.046
R04375	0.032
R04385	0.046
R04386	0.056
R04388	0.056
R04391	0.056
R04396	0.032
R04409	0.056
R04411	0.056
R04418	0.046
R04426	0.04
R04431	0.032
R04436	0.032
R04448	0.032
R04451	0.032
R04457	0.063
R04467	0.032
R04475	0.032
R04480	0.056
R04486	0.056
R04494	0.032
R04502	0.056
R04531	0.032
R04542	0.056
R04545	0.056
R04546	0.032
R04553	0.056
R04580	0.046
R04589	0.056
R04590	0.056
R04598	0.04
R04603	0.056
R04606	0.056
R04607	0.032
R04620	0.056
R04649	0.056
R04654	0.032
R04657	0.056
R04658	0.056
R04672	0.032
R04673	0.056
R04705	0.04
R04709	0.063
R04715	0.04
R04723	0.032
R04730	0.032
R04742	0.032
R04747	0.032
R04762	0.032
R04763	0.032
R04773	0.068
R04776	0.032
R04779	0.056
R04831	0.04
R04863	0.056
R04867	0.032
R04882	0.046
R04887	0.032
R04888	0.046
R04891	0.046
R04905	0.032
R04931	0.032
R04941	0.063
R04949	0.056
R04950	0.032
R04961	0.04
R04981	0.032
R04983	0.032
R04988	0.032
R05032	0.032
R05039	0.046
R05055	0.056
R05066	0.04
R05074	0.056
R05083	0.018
R05109	0.056
R05111	0.032
R05113	0.056
R05128	0.056
R05142	0.056
R05145	0.056
R05156	0.052
R05163	0.056
R05180	0.032
R05197	0.032
R05207	0.056
R05219	0.046
R05221	0.056
R05241	0.04
R05247	0.046
R05261	0.046
R05266	0.052
R05274	0.056
R05275	0.04
R05281	0.052
R05286	0.046
R05303	0.032
R05311	0.04
R05317	0.056
R05329	0.056
R05336	0.032
R05399	0.04
R05430	0.046
R05434	0.046
R05446	0.052
R05447	0.052
R05466	0.046
R05487	0.037
R05507	0.032
R05537	0.032
R05538	0.056
R05553	0.046
R05566	0.056
R05580	0.056
R05582	0.04
R05598	0.046
R05620	0.046
R05627	0.056
R05631	0.056
R05643	0.046
R05648	0.056
R05651	0.032
R05653	0.052
R05655	0.052
R05666	0.032
R05678	0.04
R05679	0.04
R05681	0.04
R05708	0.068
R05746	0.032
R05755	0.032
R05756	0.032
R05769	0.032
R05789	0.056
R05798	0.056
R05801	0.056
R05803	0.056
R05804	0.018
R05815	0.032
R05816	0.046
R05834	0.032
R05835	0.056
R05840	0.056
R05843	0.046
R05881	0.032
R05882	0.032
R05982	0.056
R06012	0.056
R06047	0.032
R06048	0.032
R06053	0.032
R06079	0.046
R06091	0.056
R06100	0.056
R06101	0.056
R06103	0.046
R06106	0.056
R06112	0.056
R06114	0.056
R06143	0.056
R06204	0.046
R06208	0.046
R06253	0.056
R06282	0.04
R06289	0.04
R06310	0.056
R06323	0.052
R06335	0.046
R06379	0.04
R06385	0.04
R06398	0.052
R06399	0.04
R06408	0.046
R06415	0.056
R06435	0.04
R06453	0.077
R06517	0.032
R06518	0.056
R06521	0.032
R06525	0.052
R06531	0.018
R06534	0.032
R06546	0.032
R06575	0.032
R06577	0.032
R06578	0.032
R06583	0.046
R06590	0.056
R06592	0.046
R06604	0.046
R06607	0.072
R06626	0.032
R06631	0.032
R06637	0.068
R06643	0.063
R06703	0.032
R06715	0.032
R06728	0.056
R06742	0.032
R06750	0.032
R06769	0.068
R06778	0.068
R06783	0.046
R06784	0.04
R06793	0.046
R06794	0.018
R06797	0.056
R06803	0.032
R06810	0.032
R06813	0.032
R06827	0.032
R06831	0.046
R06843	0.068
R06845	0.056
R06855	0.046
R06863	0.032
R06870	0.032
R06891	0.04
R06910	0.04
R06923	0.056
R06926	0.052
R06935	0.046
R06936	0.056
R06941	0.04
R06947	0.052
R06975	0.046
R06983	0.04
R07002	0.046
R07035	0.063
R07093	0.056
R07136	0.04
R07141	0.04
R07165	0.072
R07171	0.04
R07175	0.063
R07185	0.046
R07210	0.072
R07212	0.063
R07249	0.032
R07250	0.068
R07257	0.056
R07259	0.032
R07266	0.032
R07287	0.056
R07288	0.056
R07293	0.056
R07294	0.056
R07299	0.056
R07301	0.056
R07302	0.046
R07312	0.032
R07332	0.032
R07333	0.032
R07334	0.032
R07335	0.032
R07343	0.032
R07354	0.04
R07380	0.056
R07382	0.056
R07389	0.056
R07395	0.056
R07397	0.032
R07407	0.063
R07416	0.046
R07441	0.046
R07477	0.025
R07478	0.04
R07575	0.032
R07584	0.056
R07598	0.068
R07599	0.032
R07600	0.056
R07626	0.056
R07644	0.063
R07658	0.032
R07661	0.056
R07663	0.056
R07664	0.056
R07675	0.04
R07678	0.032
R07703	0.04
R07709	0.052
R07719	0.056
R07724	0.018
R07740	0.032
R07741	0.056
R07753	0.032
R07768	0.046
R07774	0.032
R07797	0.056
R07798	0.056
R07828	0.032
R07832	0.056
R07855	0.056
R07874	0.032
R07876	0.056
R07879	0.032
R07892	0.056
R07896	0.056
R07898	0.04
R07913	0.032
R07914	0.032
R07930	0.056
R07931	0.056
R07950	0.056
R07953	0.032
R07954	0.056
R07955	0.056
R07965	0.042
R07969	0.042
R08013	0.032
R08036	0.032
R08047	0.046
R08062	0.056
R08063	0.056
R08069	0.056
R08075	0.032
R08086	0.046
R08095	0.032
R08105	0.04
R08110	0.046
R08112	0.046
R08127	0.056
R08154	0.056
R08165	0.056
R08166	0.046
R08175	0.032
R08188	0.056
R08189	0.056
R08190	0.056
R08191	0.056
R08192	0.056
R08193	0.032
R08198	0.016
R08200	0.032
R08209	0.046
R08213	0.018
R08217	0.056
R08218	0.046
R08239	0.032
R08259	0.032
R08261	0.032
R08310	0.04
R08323	0.032
R08331	0.04
R08350	0.056
R08351	0.056
R08352	0.032
R08355	0.032
R08359	0.056
R08382	0.04
R08407	0.056
R08412	0.022
R08413	0.032
R08414	0.032
R08461	0.056
R08469	0.032
R08481	0.032
R08482	0.01
R08484	0.032
R08511	0.056
R08512	0.056
R08514	0.056
R08536	0.04
R08538	0.032
R08548	0.032
R08558	0.063
R08567	0.052
R08570	0.046
R08571	0.068
R08574	0.01
R08601	0.056
R08602	0.056
R08609	0.032
R08618	0.056
R08623	0.04
R08635	0.046
R08654	0.063
R08669	0.056
R08680	0.04
R08687	0.032
R08688	0.056
R08690	0.032
R08698	0.056
R08699	0.056
R08700	0.072
R08701	0.075
R08717	0.056
R08728	0.04
R08745	0.032
R08764	0.056
R08787	0.032
R08796	0.072
R08803	0.032
R08806	0.063
R08810	0.068
R08817	0.032
R08822	0.032
R08823	0.056
R08855	0.032
R08856	0.032
R08859	0.032
R08871	0.032
R08894	0.032
R08906	0.032
R08914	0.04
R08916	0.04
R08918	0.04
R08919	0.04
R08956	0.032
R08983	0.032
R08987	0.032
R09034	0.056
R09036	0.056
R09081	0.046
R09086	0.032
R09099	0.04
R09141	0.052
R09189	0.032
R09191	0.032
R09223	0.046
R09227	0.046
R09232	0.046
R09254	0.01
R09255	0.032
R09257	0.056
R09312	0.04
R09363	0.032
R09375	0.04
R09380	0.056
R09382	0.063
R09383	0.056
R09385	0.052
